Area Code,Year,Env_Local_Authority_Name,Clinical_Area_Name,Sex,Age,PM2.5_Total,PM2.5_Anthropogenic,PM2.5_Non_Anthropogenic,Condition,Value,Count,Denominator,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Compared to England value or percentiles,Time period
E08000024,2022,Sunderland,Sunderland,Persons,All ages,7.9393,7.5859,0.3534,Alcohol-related CVD,938.3755783,2755.27,277354.0,903.5407743,974.2058744,883.911618,995.139159,Worse,2022/23
E08000024,2023,Sunderland,Sunderland,Persons,18+ yrs,6.4759,6.0359,0.4399,CKD,5.321259922,12711.0,238872.0,5.231797374,5.411807205,5.181019641,5.464842314,Not compared,2023/24
E08000024,2023,Sunderland,Sunderland,Persons,6+ yrs,6.4759,6.0359,0.4399,Asthma,6.782117681,18857.0,278040.0,6.689232857,6.875894068,6.636227259,6.930779076,Higher 99.8,2023/24
E08000024,2023,Sunderland,Sunderland,Male,All ages,6.4759,6.0359,0.4399,Alcohol-related CVD,1949.97657947426,2658.10999999999,137197.0,1875.60148431057,2026.51624222142,1833.70942634302,2071.24377096413,Worse,2023/24
E08000024,2023,Sunderland,Sunderland,Female,All ages,6.4759,6.0359,0.4399,Alcohol-related CVD,317.930566195494,496.469999999999,143861.0,290.397693521127,347.356996193665,275.375305021932,364.847876938959,Worse,2023/24
E08000024,2023,Sunderland,Sunderland,Persons,All ages,6.4759,6.0359,0.4399,Alcohol-related CVD,1064.07582730862,3154.57999999999,281058.0,1027.11979284537,1102.01785718743,1006.26345507953,1124.1661879414,Worse,2023/24
E06000030,2012,Swindon,Swindon,Persons,18+ yrs,11.2475,9.1556,2.0919,CKD,2.407188026,4005.0,166376.7,2.334407597,2.481660394,2.293759256,2.525749581,Not compared,2012/13
E06000030,2014,Swindon,Swindon,Persons,18+ yrs,11.2594,9.1155,2.1439,CKD,2.723284604,4720.0,173320.1147,2.647643234,2.800536121,2.605151299,2.84631025,Not compared,2014/15
E06000030,2015,Swindon,Swindon,Persons,18+ yrs,10.1417,8.9727,1.169,CKD,3.132659049,5445.0,173814.0,3.051758068,3.215147509,3.006209466,3.263942093,Not compared,2015/16
E06000030,2016,Swindon,Swindon,Persons,18+ yrs,10.9292,10.4045,0.5247,CKD,3.344693532,5859.0,175173.0,3.261275836,3.429677091,3.214361256,3.479798654,Not compared,2016/17
E06000030,2016,Swindon,Swindon,Male,All ages,10.9292,10.4045,0.5247,Alcohol-related CVD,1321.535272,1127.35,111931.0,1243.837474,1402.735194,1200.632463,1450.518769,Similar,2016/17
E06000030,2016,Swindon,Swindon,Female,All ages,10.9292,10.4045,0.5247,Alcohol-related CVD,229.9048514,229.5,112567.0,200.8713058,261.9271643,185.4546441,281.2244633,Similar,2016/17
E06000030,2016,Swindon,Swindon,Persons,All ages,10.9292,10.4045,0.5247,Alcohol-related CVD,736.6982183,1356.85,224498.0,697.6042112,777.394923,675.7941037,801.3013937,Similar,2016/17
E06000030,2017,Swindon,Swindon,Persons,18+ yrs,10.0969,9.5797,0.5172,CKD,3.538816622,6317.0,178506.0,3.453871198,3.625290319,3.40614586,3.676150351,Not compared,2017/18
E06000030,2017,Swindon,Swindon,Male,All ages,10.0969,9.5797,0.5172,Alcohol-related CVD,1344.8896,1170.64,113440.0,1267.400774,1425.804371,1224.282154,1473.402432,Similar,2017/18
E06000030,2017,Swindon,Swindon,Female,All ages,10.0969,9.5797,0.5172,Alcohol-related CVD,234.3978843,238.87,114240.0,205.4137303,266.3034414,189.9970715,285.5142138,Similar,2017/18
E06000030,2017,Swindon,Swindon,Persons,All ages,10.0969,9.5797,0.5172,Alcohol-related CVD,750.2924721,1409.51,227680.0,711.2869212,790.8662759,689.5123416,814.6923636,Similar,2017/18
E06000030,2018,Swindon,Swindon,Persons,18+ yrs,10.2743,9.7951,0.4793,CKD,3.580906958,6517.0,181993.0,3.496489252,3.666821878,3.448578064,3.717805062,Not compared,2018/19
E06000030,2018,Swindon,Swindon,Male,All ages,10.2743,9.7951,0.4793,Alcohol-related CVD,1354.777152,1200.91,114770.0,1277.58127,1435.341708,1234.605852,1482.721994,Better,2018/19
E06000030,2018,Swindon,Swindon,Female,All ages,10.2743,9.7951,0.4793,Alcohol-related CVD,220.6047919,229.08,115404.0,192.7846868,251.2915187,178.0135201,269.7846851,Similar,2018/19
E06000030,2018,Swindon,Swindon,Persons,All ages,10.2743,9.7951,0.4793,Alcohol-related CVD,747.6972596,1429.99,230174.0,709.1207581,787.8133739,687.5805815,811.3676663,Better,2018/19
E06000030,2019,Swindon,Swindon,Persons,18+ yrs,9.1948,8.6304,0.5643,CKD,3.50768931,6480.0,184737.0,3.424797652,3.592058988,3.377870935,3.642016599,Not compared,2019/20
E06000030,2019,Swindon,Swindon,Male,All ages,9.1948,8.6304,0.5643,Alcohol-related CVD,1290.03105,1176.43,115592.0,1215.866499,1367.466299,1174.593973,1413.015339,Better,2019/20
E06000030,2019,Swindon,Swindon,Female,All ages,9.1948,8.6304,0.5643,Alcohol-related CVD,232.9767362,246.69,116342.0,204.6584527,264.1012931,189.5757139,282.8293386,Similar,2019/20
E06000030,2019,Swindon,Swindon,Persons,All ages,9.1948,8.6304,0.5643,Alcohol-related CVD,723.8839547,1423.12,231934.0,686.4783307,762.7861387,665.5935941,785.6286461,Better,2019/20
E06000030,2020,Swindon,Swindon,Persons,18+ yrs,8.0937,7.3692,0.7244,CKD,3.363870061,6268.0,186333.0,3.282764671,3.446446741,3.237049195,3.495175963,Not compared,2020/21
E06000030,2020,Swindon,Swindon,Persons,6+ yrs,8.0937,7.3692,0.7244,Asthma,6.906399871,15380.0,222692.0,6.801653727,7.012254875,6.742207242,7.074041484,Higher 99.8,2020/21
E06000030,2020,Swindon,Swindon,Male,All ages,8.0937,7.3692,0.7244,Alcohol-related CVD,1137.782723,1056.75,115706.0,1068.902699,1209.872048,1030.647604,1252.3221,Similar,2020/21
E06000030,2020,Swindon,Swindon,Female,All ages,8.0937,7.3692,0.7244,Alcohol-related CVD,189.2269493,203.44,116868.0,164.0049843,217.2160087,150.6838094,234.1272012,Similar,2020/21
E06000030,2020,Swindon,Swindon,Persons,All ages,8.0937,7.3692,0.7244,Alcohol-related CVD,630.5992787,1260.19,232574.0,596.0260814,666.6444332,576.7625359,687.8329574,Similar,2020/21
E06000030,2021,Swindon,Swindon,Persons,18+ yrs,7.9195,7.4364,0.4831,CKD,3.222651629,6129.0,190185.0,3.14424335,3.302507104,3.099720793,3.349990847,Not compared,2021/22
E06000030,2021,Swindon,Swindon,Persons,16+ yrs,7.9195,7.4364,0.4831,Type 2 Diabetes,7.299,13691.0,187563.0,7.11433450066726,7.49291962282099,,,Not compared,2021
E06000030,2021,Swindon,Swindon,Persons,6+ yrs,7.9195,7.4364,0.4831,Asthma,6.95911088,15823.0,227371.0,6.855199942,7.06410608,6.79609581,7.125499535,Higher 99.8,2021/22
E06000030,2021,Swindon,Swindon,Male,All ages,7.9195,7.4364,0.4831,Alcohol-related CVD,1415.336606,1361.6,116143.0,1339.99375,1493.762704,1297.958345,1539.831093,Similar,2021/22
E06000030,2021,Swindon,Swindon,Female,All ages,7.9195,7.4364,0.4831,Alcohol-related CVD,233.6034167,255.57,117617.0,205.7364781,264.1809885,190.8726155,282.566669,Similar,2021/22
E06000030,2021,Swindon,Swindon,Persons,All ages,7.9195,7.4364,0.4831,Alcohol-related CVD,787.3998006,1617.17,233760.0,749.2716249,826.9570611,727.940155,850.1586143,Similar,2021/22
E06000030,2022,Swindon,Swindon,Persons,18+ yrs,8.7841,8.2542,0.53,CKD,3.66504591,7093.0,193531.0,3.582042359,3.749454075,3.535434831,3.798945501,Not compared,2022/23
E06000030,2022,Swindon,Swindon,Persons,6+ yrs,8.7841,8.2542,0.53,Asthma,6.971133095,16151.0,231684.0,6.86807728,7.075252588,6.809425654,7.13615033,Higher 99.8,2022/23
E06000030,2022,Swindon,Swindon,Male,All ages,8.7841,8.2542,0.53,Alcohol-related CVD,1316.085992,1278.11,117144.0,1243.917764,1391.304674,1203.697065,1435.514809,Better,2022/23
E06000030,2022,Swindon,Swindon,Female,All ages,8.7841,8.2542,0.53,Alcohol-related CVD,235.0681218,261.54,118513.0,207.3553672,265.4439807,192.5599752,283.6999101,Similar,2022/23
E06000030,2022,Swindon,Swindon,Persons,All ages,8.7841,8.2542,0.53,Alcohol-related CVD,739.1897843,1539.65,235657.0,702.5559859,777.2315167,682.0762488,799.5534434,Similar,2022/23
E06000030,2023,Swindon,Swindon,Persons,18+ yrs,6.6858,6.1395,0.5463,CKD,3.883583493,7682.0,197807.0,3.799336753,3.969195997,3.751455587,4.019886111,Not compared,2023/24
E06000030,2023,Swindon,Swindon,Persons,6+ yrs,6.6858,6.1395,0.5463,Asthma,6.979788681,16528.0,236798.0,6.877691449,7.082926339,6.819672781,7.143142198,Higher 99.8,2023/24
E06000030,2023,Swindon,Swindon,Male,All ages,6.6858,6.1395,0.5463,Alcohol-related CVD,1461.64546432369,1454.14999999999,118575.0,1386.40215649984,1539.86618704669,1344.37664237329,1585.78690759413,Similar,2023/24
E06000030,2023,Swindon,Swindon,Female,All ages,6.6858,6.1395,0.5463,Alcohol-related CVD,254.060079264002,287.48,119842.0,225.441583954939,285.295499140269,210.106080931424,304.033376577984,Similar,2023/24
E06000030,2023,Swindon,Swindon,Persons,All ages,6.6858,6.1395,0.5463,Alcohol-related CVD,818.624383787943,1741.62999999999,238417.0,780.436589005365,858.190378177084,759.047845134713,881.382927536969,Similar,2023/24
E08000008,2012,Tameside,Tameside,Persons,18+ yrs,10.873,8.8081,2.0649,CKD,3.158678843,5479.0,173458.5968,3.077323283,3.241623982,3.031392282,3.290805903,Not compared,2012/13
E08000008,2014,Tameside,Tameside,Persons,18+ yrs,10.5393,8.5258,2.0135,CKD,3.020377894,5275.0,174647.0205,2.941010392,3.101330242,2.896255205,3.149323269,Not compared,2014/15
E08000008,2015,Tameside,Tameside,Persons,18+ yrs,8.4599,7.3791,1.0809,CKD,3.014378803,5306.0,176023.0,2.93534779,3.094982535,2.89094262,3.142600624,Not compared,2015/16
E08000008,2016,Tameside,Tameside,Persons,18+ yrs,9.3841,8.913,0.471,CKD,2.983567532,5289.0,177271.0,2.905375606,3.063322441,2.861284001,3.110606332,Not compared,2016/17
E08000008,2016,Tameside,Tameside,Male,All ages,9.3841,8.913,0.471,Alcohol-related CVD,1585.931065,1484.71,110444.0,1504.278383,1670.780643,1458.657721,1720.583863,Worse,2016/17
E08000008,2016,Tameside,Tameside,Female,All ages,9.3841,8.913,0.471,Alcohol-related CVD,273.7919828,300.11,115036.0,243.5951451,306.6885327,227.3876606,326.4068635,Worse,2016/17
E08000008,2016,Tameside,Tameside,Persons,All ages,9.3841,8.913,0.471,Alcohol-related CVD,874.2750436,1784.82,225480.0,833.9493608,916.03802,811.355058,940.5135754,Worse,2016/17
E08000008,2017,Tameside,Tameside,Persons,18+ yrs,8.057,7.7249,0.3321,CKD,3.008738305,5361.0,178181.0,2.930383953,3.088646573,2.886236118,3.135968779,Not compared,2017/18
E08000008,2017,Tameside,Tameside,Male,All ages,8.057,7.7249,0.3321,Alcohol-related CVD,1586.169786,1496.57,110982.0,1504.589838,1670.93083,1459.003997,1720.67864,Worse,2017/18
E08000008,2017,Tameside,Tameside,Female,All ages,8.057,7.7249,0.3321,Alcohol-related CVD,272.1310253,302.39,115710.0,242.2548729,304.6676494,226.2150016,324.1674798,Worse,2017/18
E08000008,2017,Tameside,Tameside,Persons,All ages,8.057,7.7249,0.3321,Alcohol-related CVD,868.3802306,1798.96,226692.0,828.4960833,909.6802276,806.1465979,933.8829307,Worse,2017/18
E08000008,2018,Tameside,Tameside,Persons,18+ yrs,8.3712,8.0745,0.2967,CKD,2.956492619,5297.0,179165.0,2.878848776,3.035684082,2.835224095,3.082469031,Not compared,2018/19
E08000008,2018,Tameside,Tameside,Male,All ages,8.3712,8.0745,0.2967,Alcohol-related CVD,1540.081995,1492.71,111842.0,1461.000377,1622.25136,1416.812398,1670.479149,Worse,2018/19
E08000008,2018,Tameside,Tameside,Female,All ages,8.3712,8.0745,0.2967,Alcohol-related CVD,286.2390614,322.24,116593.0,255.7528932,319.3511565,239.3475582,339.1726919,Worse,2018/19
E08000008,2018,Tameside,Tameside,Persons,All ages,8.3712,8.0745,0.2967,Alcohol-related CVD,862.2504058,1814.95,228435.0,822.7996527,903.0953209,800.6901821,927.0296583,Worse,2018/19
E08000008,2019,Tameside,Tameside,Persons,18+ yrs,9.6974,9.2352,0.4621,CKD,2.848330814,5144.0,180597.0,2.772412332,2.925789247,2.729690597,2.971653029,Not compared,2019/20
E08000008,2019,Tameside,Tameside,Male,All ages,9.6974,9.2352,0.4621,Alcohol-related CVD,1729.401057,1697.35,112696.0,1645.957765,1815.895631,1599.239636,1866.607083,Worse,2019/20
E08000008,2019,Tameside,Tameside,Female,All ages,9.6974,9.2352,0.4621,Alcohol-related CVD,305.1637522,346.47,117256.0,273.7965977,339.1322499,256.8741351,359.4402052,Worse,2019/20
E08000008,2019,Tameside,Tameside,Persons,All ages,9.6974,9.2352,0.4621,Alcohol-related CVD,959.027908,2043.82,229952.0,917.657931,1001.774047,894.4341174,1026.799628,Worse,2019/20
E08000008,2020,Tameside,Tameside,Persons,18+ yrs,7.6033,7.0638,0.5395,CKD,2.736042319,4955.0,181101.0,2.661717909,2.811907158,2.619946774,2.856818674,Not compared,2020/21
E08000008,2020,Tameside,Tameside,Persons,6+ yrs,7.6033,7.0638,0.5395,Asthma,7.389460089,15905.0,215239.0,7.279684608,7.500365583,7.217005659,7.565440062,Higher 99.8,2020/21
E08000008,2020,Tameside,Tameside,Male,All ages,7.6033,7.0638,0.5395,Alcohol-related CVD,1351.025626,1327.2,112986.0,1277.094301,1428.02227,1235.864276,1473.261569,Worse,2020/21
E08000008,2020,Tameside,Tameside,Female,All ages,7.6033,7.0638,0.5395,Alcohol-related CVD,223.2172531,255.18,117535.0,196.6086125,252.4162114,182.4167894,269.9735007,Worse,2020/21
E08000008,2020,Tameside,Tameside,Persons,All ages,7.6033,7.0638,0.5395,Alcohol-related CVD,739.4258149,1582.38,230521.0,703.215912,777.0080498,682.9644667,799.0552198,Worse,2020/21
E08000008,2021,Tameside,Tameside,Persons,18+ yrs,7.6689,7.225,0.444,CKD,2.722480994,4974.0,182701.0,2.64880775,2.797681747,2.607129152,2.842474073,Not compared,2021/22
E08000008,2021,Tameside,Tameside,Persons,16+ yrs,7.6689,7.225,0.444,Type 2 Diabetes,8.838,16382.0,185353.0,8.57315130318409,9.12000087463145,,,Not compared,2021
E08000008,2021,Tameside,Tameside,Persons,6+ yrs,7.6689,7.225,0.444,Asthma,7.443294226,16178.0,217350.0,7.333663805,7.554041783,7.27113211,7.618942915,Higher 99.8,2021/22
E08000008,2021,Tameside,Tameside,Male,All ages,7.6689,7.225,0.444,Alcohol-related CVD,1622.967734,1621.86,113302.0,1542.831586,1706.103036,1497.996031,1754.863274,Worse,2021/22
E08000008,2021,Tameside,Tameside,Female,All ages,7.6689,7.225,0.444,Alcohol-related CVD,288.7823595,333.29,117918.0,258.5427565,321.5811321,242.250617,341.2032129,Worse,2021/22
E08000008,2021,Tameside,Tameside,Persons,All ages,7.6689,7.225,0.444,Alcohol-related CVD,901.2624054,1955.15,231220.0,861.5288171,942.3479134,839.2372619,966.4093309,Worse,2021/22
E08000008,2022,Tameside,Tameside,Persons,18+ yrs,7.9422,7.654,0.2882,CKD,2.97180622,5459.0,183693.0,2.894987174,3.050134099,2.851892918,3.096309776,Not compared,2022/23
E08000008,2022,Tameside,Tameside,Persons,6+ yrs,7.9422,7.654,0.2882,Asthma,7.489315018,16384.0,218765.0,7.379707225,7.600031105,7.317350228,7.664739813,Higher 99.8,2022/23
E08000008,2022,Tameside,Tameside,Male,All ages,7.9422,7.654,0.2882,Alcohol-related CVD,1637.353378,1649.03,114289.0,1557.274322,1720.404154,1512.459325,1769.108087,Worse,2022/23
E08000008,2022,Tameside,Tameside,Female,All ages,7.9422,7.654,0.2882,Alcohol-related CVD,282.0044349,327.62,118464.0,252.2179356,314.3344729,236.1796422,333.6820725,Worse,2022/23
E08000008,2022,Tameside,Tameside,Persons,All ages,7.9422,7.654,0.2882,Alcohol-related CVD,904.1638944,1976.65,232753.0,864.5389094,945.1296152,842.304901,969.1188856,Worse,2022/23
E08000008,2023,Tameside,Tameside,Persons,18+ yrs,7.4221,6.8735,0.5486,CKD,3.411351918,6378.0,186964.0,3.329984425,3.494183785,3.283886954,3.543281933,Not compared,2023/24
E08000008,2023,Tameside,Tameside,Persons,6+ yrs,7.4221,6.8735,0.5486,Asthma,7.509703853,16716.0,222592.0,7.400857038,7.619639203,7.3388977,7.683908776,Higher 99.8,2023/24
E08000008,2023,Tameside,Tameside,Male,All ages,7.4221,6.8735,0.5486,Alcohol-related CVD,1894.98362831679,1937.73999999999,115231.0,1809.64536504092,1983.23875122397,1761.77441271246,2034.92822947492,Worse,2023/24
E08000008,2023,Tameside,Tameside,Female,All ages,7.4221,6.8735,0.5486,Alcohol-related CVD,342.945705604939,400.82,119435.0,310.08497450415,378.332237528085,292.270887785466,399.435859627981,Worse,2023/24
E08000008,2023,Tameside,Tameside,Persons,All ages,7.4221,6.8735,0.5486,Alcohol-related CVD,1059.07282710205,2338.55999999999,234666.0,1016.36044726548,1103.1118953504,992.340456226092,1128.86935591367,Worse,2023/24
E06000020,2012,Telford And Wrekin,Telford and Wrekin,Persons,18+ yrs,9.767,7.6923,2.0748,CKD,4.476940229,6031.0,134712.5423,4.367694438,4.5881576,4.305901075,4.654025123,Not compared,2012/13
E06000020,2014,Telford And Wrekin,Telford and Wrekin,Persons,18+ yrs,9.9677,7.8907,2.0771,CKD,4.427346877,6129.0,138435.0531,4.319956483,4.536658589,4.259465438,4.601118338,Not compared,2014/15
E06000020,2015,Telford And Wrekin,Telford and Wrekin,Persons,18+ yrs,8.1587,7.0524,1.1063,CKD,4.395495291,6198.0,141008.0,4.289710664,4.503167914,4.229969972,4.56680748,Not compared,2015/16
E06000020,2016,Telford And Wrekin,Telford and Wrekin,Persons,18+ yrs,8.7271,8.2285,0.4986,CKD,4.409244786,6330.0,143562.0,4.304296856,4.51604639,4.244921797,4.579249873,Not compared,2016/17
E06000020,2016,Telford And Wrekin,Telford and Wrekin,Male,All ages,8.7271,8.2285,0.4986,Alcohol-related CVD,1474.416047,1044.41,86827.0,1383.919871,1569.154148,1333.670788,1624.947767,Worse,2016/17
E06000020,2016,Telford And Wrekin,Telford and Wrekin,Female,All ages,8.7271,8.2285,0.4986,Alcohol-related CVD,246.9872646,201.76,88525.0,213.9708863,283.6417903,196.5396861,305.7928476,Similar,2016/17
E06000020,2016,Telford And Wrekin,Telford and Wrekin,Persons,All ages,8.7271,8.2285,0.4986,Alcohol-related CVD,813.4974986,1246.17,175352.0,768.6513464,860.2639411,743.6688052,887.7577012,Worse,2016/17
E06000020,2017,Telford And Wrekin,Telford and Wrekin,Persons,18+ yrs,7.5318,7.1011,0.4308,CKD,4.606993948,6707.0,145583.0,4.500406722,4.71539868,4.440131051,4.779434128,Not compared,2017/18
E06000020,2017,Telford And Wrekin,Telford and Wrekin,Male,All ages,7.5318,7.1011,0.4308,Alcohol-related CVD,1534.214421,1119.43,87865.0,1443.513942,1629.017897,1393.0852,1684.810656,Worse,2017/18
E06000020,2017,Telford And Wrekin,Telford and Wrekin,Female,All ages,7.5318,7.1011,0.4308,Alcohol-related CVD,270.7277786,228.07,89663.0,236.6536977,308.3210923,218.5654094,330.9785988,Worse,2017/18
E06000020,2017,Telford And Wrekin,Telford and Wrekin,Persons,All ages,7.5318,7.1011,0.4308,Alcohol-related CVD,853.5943851,1347.5,177528.0,808.3633562,900.6862713,783.1324166,928.3512093,Worse,2017/18
E06000020,2018,Telford And Wrekin,Telford and Wrekin,Persons,18+ yrs,7.7167,7.2678,0.4489,CKD,4.87327989,7228.0,148319.0,4.764606672,4.983723294,4.703410113,5.048589785,Not compared,2018/19
E06000020,2018,Telford And Wrekin,Telford and Wrekin,Male,All ages,7.7167,7.2678,0.4489,Alcohol-related CVD,1802.303022,1344.89,88787.0,1704.917155,1903.69943,1650.594792,1963.267549,Worse,2018/19
E06000020,2018,Telford And Wrekin,Telford and Wrekin,Female,All ages,7.7167,7.2678,0.4489,Alcohol-related CVD,292.1311742,251.58,90761.0,257.0721742,330.6287299,238.3841454,353.7839181,Worse,2018/19
E06000020,2018,Telford And Wrekin,Telford and Wrekin,Persons,All ages,7.7167,7.2678,0.4489,Alcohol-related CVD,989.3424279,1596.47,179548.0,941.1225343,1039.381575,914.1504406,1068.73425,Worse,2018/19
E06000020,2019,Telford And Wrekin,Telford and Wrekin,Persons,18+ yrs,8.6862,8.1261,0.5602,CKD,4.801045523,7237.0,150738.0,4.694118057,4.909718449,4.63357449,4.973878529,Not compared,2019/20
E06000020,2019,Telford And Wrekin,Telford and Wrekin,Male,All ages,8.6862,8.1261,0.5602,Alcohol-related CVD,1863.468128,1438.49,89832.0,1766.373213,1964.426447,1712.152526,2023.701301,Worse,2019/20
E06000020,2019,Telford And Wrekin,Telford and Wrekin,Female,All ages,8.6862,8.1261,0.5602,Alcohol-related CVD,291.8827952,257.1,92249.0,257.2305243,329.8951482,238.7429842,352.7484639,Worse,2019/20
E06000020,2019,Telford And Wrekin,Telford and Wrekin,Persons,All ages,8.6862,8.1261,0.5602,Alcohol-related CVD,1020.70364,1695.59,182081.0,972.450349,1070.72235,945.4347756,1100.048385,Worse,2019/20
E06000020,2020,Telford And Wrekin,Telford and Wrekin,Persons,18+ yrs,5.9805,5.4117,0.5688,CKD,4.731507299,7212.0,152425.0,4.626093023,4.838651222,4.566222042,4.902103901,Not compared,2020/21
E06000020,2020,Telford And Wrekin,Telford and Wrekin,Persons,6+ yrs,5.9805,5.4117,0.5688,Asthma,6.659200457,12130.0,182154.0,6.545422313,6.774344657,6.480989216,6.841654124,Higher 99.8,2020/21
E06000020,2020,Telford And Wrekin,Telford and Wrekin,Male,All ages,5.9805,5.4117,0.5688,Alcohol-related CVD,1350.398297,1067.52,90484.0,1269.162495,1435.399463,1224.03641,1485.447494,Worse,2020/21
E06000020,2020,Telford And Wrekin,Telford and Wrekin,Female,All ages,5.9805,5.4117,0.5688,Alcohol-related CVD,204.1167827,183.46,92999.0,175.5963695,235.9423477,160.6064796,255.2172993,Similar,2020/21
E06000020,2020,Telford And Wrekin,Telford and Wrekin,Persons,All ages,5.9805,5.4117,0.5688,Alcohol-related CVD,737.4581749,1250.98,183483.0,696.9738395,779.672616,674.4196175,804.4893704,Worse,2020/21
E06000020,2021,Telford And Wrekin,Telford and Wrekin,Persons,18+ yrs,6.3035,5.8171,0.4864,CKD,4.712585155,7312.0,155159.0,4.608062042,4.818808376,4.549246623,4.881143777,Not compared,2021/22
E06000020,2021,Telford And Wrekin,Telford and Wrekin,Persons,16+ yrs,6.3035,5.8171,0.4864,Type 2 Diabetes,7.837,11676.0,148987.0,7.62186802135887,8.063251806468,,,Not compared,2021
E06000020,2021,Telford And Wrekin,Telford and Wrekin,Persons,6+ yrs,6.3035,5.8171,0.4864,Asthma,6.741342988,12512.0,185601.0,6.628059863,6.855963401,6.563743295,6.923097869,Higher 99.8,2021/22
E06000020,2021,Telford And Wrekin,Telford and Wrekin,Male,All ages,6.3035,5.8171,0.4864,Alcohol-related CVD,1537.375712,1238.83,91456.0,1451.611618,1626.823301,1403.839806,1679.412048,Worse,2021/22
E06000020,2021,Telford And Wrekin,Telford and Wrekin,Female,All ages,6.3035,5.8171,0.4864,Alcohol-related CVD,239.4925234,220.86,94401.0,208.8933779,273.3060365,192.6724647,293.6994943,Similar,2021/22
E06000020,2021,Telford And Wrekin,Telford and Wrekin,Persons,All ages,6.3035,5.8171,0.4864,Alcohol-related CVD,841.8154089,1459.69,185857.0,799.0185916,886.3024311,775.1138841,912.4183721,Worse,2021/22
E06000020,2022,Telford And Wrekin,Telford and Wrekin,Persons,18+ yrs,6.3748,5.8557,0.5191,CKD,5.25119807,8273.0,157545.0,5.141897538,5.362146698,5.080145273,5.427326615,Not compared,2022/23
E06000020,2022,Telford And Wrekin,Telford and Wrekin,Persons,6+ yrs,6.3748,5.8557,0.5191,Asthma,6.766905339,12768.0,188683.0,6.654412095,6.880712984,6.590350298,6.947545111,Higher 99.8,2022/23
E06000020,2022,Telford And Wrekin,Telford and Wrekin,Male,All ages,6.3748,5.8557,0.5191,Alcohol-related CVD,1487.559443,1227.16,92843.0,1404.323933,1574.387206,1357.968341,1625.440294,Similar,2022/23
E06000020,2022,Telford And Wrekin,Telford and Wrekin,Female,All ages,6.3748,5.8557,0.5191,Alcohol-related CVD,225.9876786,213.83,96028.0,196.6543702,258.455481,181.1267576,278.0511069,Similar,2022/23
E06000020,2022,Telford And Wrekin,Telford and Wrekin,Persons,All ages,6.3748,5.8557,0.5191,Alcohol-related CVD,811.9532858,1440.99,188871.0,770.4378916,855.1191118,747.2538034,880.4623303,Similar,2022/23
E06000020,2023,Telford And Wrekin,Telford and Wrekin,Persons,18+ yrs,5.744,5.2053,0.5387,CKD,5.557174117,8965.0,161323.0,5.446396843,5.669546318,5.383600535,5.735668361,Not compared,2023/24
E06000020,2023,Telford And Wrekin,Telford and Wrekin,Persons,6+ yrs,5.744,5.2053,0.5387,Asthma,6.730599853,12991.0,193014.0,6.61959532,6.84289074,6.556453879,6.908742499,Higher 99.8,2023/24
E06000020,2023,Telford And Wrekin,Telford and Wrekin,Male,All ages,5.744,5.2053,0.5387,Alcohol-related CVD,1571.00012490153,1324.66,94158.0,1486.41613833361,1659.09454523369,1439.24687641418,1710.85524497142,Similar,2023/24
E06000020,2023,Telford And Wrekin,Telford and Wrekin,Female,All ages,5.744,5.2053,0.5387,Alcohol-related CVD,248.695949723381,238.66,97757.0,218.051207794106,282.430902345435,201.751886433966,302.743550897999,Similar,2023/24
E06000020,2023,Telford And Wrekin,Telford and Wrekin,Persons,All ages,5.744,5.2053,0.5387,Alcohol-related CVD,863.40966482905,1563.32,191915.0,820.984510136475,907.452681463828,797.261489929932,933.292645949204,Similar,2023/24
E06000034,2012,Thurrock,Thurrock,Persons,18+ yrs,12.5272,10.3898,2.1374,CKD,4.666211586,5804.0,124383.5581,4.550300126,4.784246652,4.484975177,4.853966682,Not compared,2012/13
E06000034,2014,Thurrock,Thurrock,Persons,18+ yrs,12.5249,10.3158,2.2091,CKD,5.349756926,6825.0,127575.8898,5.227319367,5.47422379,5.158504007,5.547263102,Not compared,2014/15
E06000034,2015,Thurrock,Thurrock,Persons,18+ yrs,11.1076,9.9805,1.1271,CKD,5.524491165,7163.0,129659.0,5.401316153,5.649652528,5.331670652,5.723438742,Not compared,2015/16
E06000034,2016,Thurrock,Thurrock,Persons,18+ yrs,11.7021,11.1361,0.566,CKD,5.417913061,7118.0,131379.0,5.296734279,5.541058421,5.228005046,5.613883421,Not compared,2016/17
E06000034,2016,Thurrock,Thurrock,Male,All ages,11.7021,11.1361,0.566,Alcohol-related CVD,1323.649793,765.99,83236.0,1228.484196,1424.046561,1175.984098,1483.377485,Similar,2016/17
E06000034,2016,Thurrock,Thurrock,Female,All ages,11.7021,11.1361,0.566,Alcohol-related CVD,134.0506439,94.19,85741.0,108.1032417,164.2981068,94.98988505,182.9554954,Better,2016/17
E06000034,2016,Thurrock,Thurrock,Persons,All ages,11.7021,11.1361,0.566,Alcohol-related CVD,676.7591266,860.18,168977.0,631.6684072,724.1848744,606.7296426,752.1738815,Better,2016/17
E06000034,2017,Thurrock,Thurrock,Persons,18+ yrs,11.504,10.8699,0.6342,CKD,5.134332845,6832.0,133065.0,5.016952073,5.253671651,4.95060853,5.324083399,Not compared,2017/18
