Source Name	Characteristics [Organism]	Description	Protocol REF	Protocol REF	Sample Name	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Comment [Array Design URI]	Protocol REF	Scan Name	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]
GSE7543GSM182763_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Teplice children which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Teplice individual	P-G7543-1	P-G7543-3	GSE7543GSM182763_Cy5 sample	P-G7543-2	GSE7543GSM182763_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182763_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Teplice child 9	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice child 9	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182763_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Teplice children which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182763_Cy3 sample	P-G7543-2	GSE7543GSM182763_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182763_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Teplice child 9	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice child 9	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182811_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Teplice parents which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Teplice individual	P-G7543-1	P-G7543-3	GSE7543GSM182811_Cy5 sample	P-G7543-2	GSE7543GSM182811_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182811_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Teplice parent 10	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice parent 10	P-G7543-8	E-GEOD-7543-processed-data-1630337640.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182811_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Teplice parents which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182811_Cy3 sample	P-G7543-2	GSE7543GSM182811_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182811_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Teplice parent 10	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice parent 10	P-G7543-8	E-GEOD-7543-processed-data-1630337640.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182789_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Prachatice children which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182789_Cy3 sample	P-G7543-2	GSE7543GSM182789_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182789_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Prachatice child 12	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice child 12	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182789_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Prachatice children which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Prachatice individual	P-G7543-1	P-G7543-3	GSE7543GSM182789_Cy5 sample	P-G7543-2	GSE7543GSM182789_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182789_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Prachatice child 12	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice child 12	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182783_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Prachatice children which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182783_Cy3 sample	P-G7543-2	GSE7543GSM182783_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182783_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Prachatice child 6	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice child 6	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182783_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Prachatice children which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Prachatice individual	P-G7543-1	P-G7543-3	GSE7543GSM182783_Cy5 sample	P-G7543-2	GSE7543GSM182783_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182783_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Prachatice child 6	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice child 6	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182817_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Prachatice parents which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182817_Cy3 sample	P-G7543-2	GSE7543GSM182817_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182817_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Prachatice parent 4	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice parent 4	P-G7543-8	E-GEOD-7543-processed-data-1630337640.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182817_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Prachatice parents which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Prachatice individual	P-G7543-1	P-G7543-3	GSE7543GSM182817_Cy5 sample	P-G7543-2	GSE7543GSM182817_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182817_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Prachatice parent 4	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice parent 4	P-G7543-8	E-GEOD-7543-processed-data-1630337640.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182757_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Teplice children which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182757_Cy3 sample	P-G7543-2	GSE7543GSM182757_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182757_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Teplice child 3	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice child 3	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182757_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Teplice children which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Teplice individual	P-G7543-1	P-G7543-3	GSE7543GSM182757_Cy5 sample	P-G7543-2	GSE7543GSM182757_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182757_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Teplice child 3	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice child 3	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182812_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Teplice parents which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182812_Cy3 sample	P-G7543-2	GSE7543GSM182812_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182812_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Teplice parent 11	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice parent 11	P-G7543-8	E-GEOD-7543-processed-data-1630337640.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182812_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Teplice parents which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Teplice individual	P-G7543-1	P-G7543-3	GSE7543GSM182812_Cy5 sample	P-G7543-2	GSE7543GSM182812_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182812_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Teplice parent 11	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice parent 11	P-G7543-8	E-GEOD-7543-processed-data-1630337640.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182767_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Teplice children which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Teplice individual	P-G7543-1	P-G7543-3	GSE7543GSM182767_Cy5 sample	P-G7543-2	GSE7543GSM182767_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182767_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Teplice child 13	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice child 13	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182767_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Teplice children which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182767_Cy3 sample	P-G7543-2	GSE7543GSM182767_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182767_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Teplice child 13	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice child 13	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182765_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Teplice children which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Teplice individual	P-G7543-1	P-G7543-3	GSE7543GSM182765_Cy5 sample	P-G7543-2	GSE7543GSM182765_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182765_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Teplice child 11	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice child 11	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182765_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Teplice children which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182765_Cy3 sample	P-G7543-2	GSE7543GSM182765_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182765_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Teplice child 11	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice child 11	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182787_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Prachatice children which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182787_Cy3 sample	P-G7543-2	GSE7543GSM182787_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182787_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Prachatice child 10	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice child 10	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182787_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Prachatice children which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Prachatice individual	P-G7543-1	P-G7543-3	GSE7543GSM182787_Cy5 sample	P-G7543-2	GSE7543GSM182787_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182787_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Prachatice child 10	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice child 10	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182823_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Prachatice parents which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Prachatice individual	P-G7543-1	P-G7543-3	GSE7543GSM182823_Cy5 sample	P-G7543-2	GSE7543GSM182823_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182823_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Prachatice parent 10	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice parent 10	P-G7543-8	E-GEOD-7543-processed-data-1630337640.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182823_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Prachatice parents which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182823_Cy3 sample	P-G7543-2	GSE7543GSM182823_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182823_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Prachatice parent 10	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice parent 10	P-G7543-8	E-GEOD-7543-processed-data-1630337640.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182809_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Teplice parents which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182809_Cy3 sample	P-G7543-2	GSE7543GSM182809_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182809_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Teplice parent 8	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice parent 8	P-G7543-8	E-GEOD-7543-processed-data-1630337640.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182809_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Teplice parents which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Teplice individual	P-G7543-1	P-G7543-3	GSE7543GSM182809_Cy5 sample	P-G7543-2	GSE7543GSM182809_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182809_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Teplice parent 8	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice parent 8	P-G7543-8	E-GEOD-7543-processed-data-1630337640.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182785_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Prachatice children which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Prachatice individual	P-G7543-1	P-G7543-3	GSE7543GSM182785_Cy5 sample	P-G7543-2	GSE7543GSM182785_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182785_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Prachatice child 8	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice child 8	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182785_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Prachatice children which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182785_Cy3 sample	P-G7543-2	GSE7543GSM182785_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182785_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Prachatice child 8	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice child 8	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182759_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Teplice children which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182759_Cy3 sample	P-G7543-2	GSE7543GSM182759_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182759_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Teplice child 5	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice child 5	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182759_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Teplice children which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Teplice individual	P-G7543-1	P-G7543-3	GSE7543GSM182759_Cy5 sample	P-G7543-2	GSE7543GSM182759_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182759_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Teplice child 5	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice child 5	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182808_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Teplice parents which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182808_Cy3 sample	P-G7543-2	GSE7543GSM182808_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182808_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Teplice parent 7	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice parent 7	P-G7543-8	E-GEOD-7543-processed-data-1630337640.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182808_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Teplice parents which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Teplice individual	P-G7543-1	P-G7543-3	GSE7543GSM182808_Cy5 sample	P-G7543-2	GSE7543GSM182808_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182808_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Teplice parent 7	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice parent 7	P-G7543-8	E-GEOD-7543-processed-data-1630337640.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182766_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Teplice children which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Teplice individual	P-G7543-1	P-G7543-3	GSE7543GSM182766_Cy5 sample	P-G7543-2	GSE7543GSM182766_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182766_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Teplice child 12	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice child 12	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182766_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Teplice children which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182766_Cy3 sample	P-G7543-2	GSE7543GSM182766_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182766_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Teplice child 12	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice child 12	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
